グー
チョキ
パー
パー
チョキ
チョキ
パー
グー
グー
チョキ
チョキ
パー
休み
グー
チョキ
パー
パー
パー
チョキ
パー
チョキ
チョキ
チョキ
チョキ
グー
チョキ
グー
グー
パー
チョキ
チョキ
チョキ
パー
パー
グー
チョキ
グー
グー
チョキ
パー
グー
パー
チョキ
パー
グー
チョキ
パー
パー
グー
パー
グー
パー
パー
パー
グー
チョキ
グー
パー
チョキ
グー
チョキ
グー
休み
パー
パー
チョキ
グー
チョキ
チョキ
グー
パー
チョキ
パー
グー
チョキ
パー
グー
パー
チョキ
グー
チョキ
パー
グー
チョキ
チョキ
グー
パー
パー
チョキ
グー
パー
チョキ
グー
グー
グー
パー
パー
パー
グー
グー
チョキ
パー
グー
グー
パー
休み
グー
チョキ
グー
パー
パー
パー
チョキ
パー
グー
チョキ
チョキ
休み
グー
グー
パー
パー
グー
チョキ
チョキ
パー
チョキ
チョキ
パー
グー
グー
グー
グー
グー
パー
パー
休み
グー
パー
グー
チョキ
休み
チョキ
パー
グー
チョキ
グー
休み
グー
パー
パー
チョキ
パー
グー
チョキ
パー
チョキ
パー
グー
パー
グー
グー
チョキ
グー
チョキ
チョキ
グー
パー
チョキ
グー
パー
グー
チョキ
グー
休み
グー
グー
グー
グー
チョキ
パー
チョキ
パー
グー
休み
チョキ
休み
チョキ
パー
チョキ
パー
パー
グー
休み
チョキ
パー
グー
パー
チョキ
チョキ
パー
グー
グー
チョキ
グー
パー
チョキ
グー
パー
チョキ
グー
チョキ
パー
グー
パー
チョキ
チョキ
グー
グー
グー
グー
パー
パー
グー
チョキ
グー
チョキ
パー
グー
チョキ
パー
パー
チョキ
パー
グー
チョキ
グー
休み
チョキ
パー
パー
チョキ
パー
グー
チョキ
休み
パー
グー
チョキ
パー
チョキ
パー
パー
パー
チョキ
グー
パー
パー
グー
パー
チョキ
グー
グー
グー
パー
チョキ
グー
チョキ
グー
パー
パー
グー
チョキ
パー
グー
パー
チョキ
グー
チョキ
パー
チョキ
グー
チョキ
休み
チョキ
パー
チョキ
パー
チョキ
パー
チョキ
パー
グー
グー
チョキ
チョキ
チョキ
グー
休み
グー
グー
グー
パー
パー
グー
パー
パー
チョキ
パー
パー
パー
チョキ
チョキ
グー
チョキ
グー
休み
休み
グー
グー
グー
チョキ
グー
パー
チョキ
パー
パー
グー
グー
チョキ
パー
パー
チョキ
グー
グー
パー
グー
チョキ
グー
パー
チョキ
パー
チョキ
グー
チョキ
パー
グー
グー
チョキ
休み
パー
チョキ
グー
グー
パー
パー
チョキ
グー
チョキ
グー
パー
休み
チョキ
休み
グー
